gene_name	n_lineages	n_transcripts	lineages	transcripts
SERPINB1	3	2	neurons,astrocytes,microglia	ISOT-b5fe-3457-3ee2-6a56:s2832300:e2841900:AP:FL,ISOT-e138-66ac-25d4-9a8d:s2835950:e2842100:AP:FL
SERPINB6	3	2	neurons,astrocytes,microglia	ISOT-5624-6929-59d2-a549:s2948150:e2971650:AP:FL,ISOT-eb23-ef15-9222-c23a:s2948150:e2971600:AP:FL
SERPINE2	3	2	neurons,astrocytes,microglia	ISOT-7bd8-4d60-ea50-c01e:s223975000:e224039300:AP:FL,ISOT-841d-a2bc-e373-998e:s223975150:e224039200:NC:FL
SET	3	5	neurons,astrocytes,microglia	ISOT-3bb3-fcb1-7943-a23c:s128683650:e128696450:AP:FL,ISOT-4994-b2a7-ee3e-9a46:s128683400:e128696400:AP:FL,ISOT-7a4d-c91f-d6db-3c90:s128683750:e128695200:EC:FL,ISOT-a6f0-4849-936b-538b:s128689200:e128696400:AP:FL,ISOT-c8af-decc-605b-7019:s128683400:e128695200:AP:FL
SEZ6L2	3	4	neurons,astrocytes,microglia	ISOT-4ae8-fba3-d31c-fa5b:s29871500:e29899550:NC:FL,ISOT-96a9-e43d-94bb-199e:s29871150:e29899550:AP:FL,ISOT-c0c0-63fb-808b-159d:s29871150:e29899600:AP:FL,ISOT-e574-6362-5245-b7af:s29871150:e29899650:AP:FL
SF3B2	3	4	neurons,astrocytes,microglia	ISOT-0c5b-22f3-2222-aafc:s66060600:e66068900:DN:FL,ISOT-7217-efaa-b809-2337:s66052350:e66058900:EC:FL,ISOT-bc4b-8c37-d1bd-36b7:s66052350:e66058450:EC:FL,ISOT-eb0b-e37b-72b5-f6cd:s66052400:e66059050:AP:FL
SF3B6	3	2	neurons,astrocytes,microglia	ISOT-250d-9ecd-622e-4647:s24067550:e24076350:NC:FL,ISOT-9798-2c6a-fc04-309a:s24067550:e24076350:AP:FL
SFPQ	3	4	neurons,astrocytes,microglia	ISOT-923b-1586-82bc-e61f:s35183600:e35193150:DN:FL,ISOT-955b-06e0-da71-8b9b:s35182900:e35193450:AP:FL,ISOT-9884-5c62-ea8e-1ef7:s35176350:e35180650:AP:FL,ISOT-b881-af55-cc96-0387:s35183750:e35193150:NC:FL
SFT2D2	3	2	neurons,astrocytes,microglia	ISOT-510d-c603-877e-4fc5:s168226000:e168263200:DN:FL,ISOT-c34f-5d97-e62b-7fb0:s168226000:e168253050:AP:FL
SFXN1	3	3	neurons,astrocytes,microglia	ISOT-1c5a-fe98-dca2-119a:s175478500:e175528650:AP:FL,ISOT-b8a1-487d-4558-6b07:s175478550:e175529750:AP:FL,ISOT-d700-8b4c-855c-7b02:s175478400:e175509450:AP:FL
SGCE	3	2	neurons,astrocytes,microglia	ISOT-4877-9962-3e7d-8d23:s94585200:e94656700:AP:FL,ISOT-fe30-e827-98a7-e49b:s94584950:e94656150:AP:FL
SH3BGRL	3	2	neurons,astrocytes,microglia	ISOT-bfa6-b207-462f-c237:s81202100:e81298550:AP:FL,ISOT-cc42-c3b6-e1d6-cb7b:s81202200:e81298550:AP:FL
SH3BGRL3	3	2	neurons,astrocytes,microglia	ISOT-0794-c723-4312-f624:s26280100:e26281500:AP:FL,ISOT-0bae-073a-df08-89e6:s26280050:e26281550:AP:FL
SH3BP1	3	2	neurons,astrocytes,microglia	ISOT-648f-69a7-fcca-44c8:s37639650:e37656150:NC:FL,ISOT-9b0e-17b3-8851-1a48:s37639650:e37656150:AP:FL
SH3GLB1	2	2	neurons,astrocytes	ISOT-316d-029b-6a2b-6b03:s86704450:e86724400:AP:FL,ISOT-7b5c-63d9-30d5-a77d:s86704600:e86722600:AP:FL
SHC1	3	2	neurons,astrocytes,microglia	ISOT-32bf-8454-2569-d5dc:s154962250:e154970750:AP:FL,ISOT-b9b6-4a4e-0ffb-96ad:s154962250:e154968850:NC:FL
SHISA5	3	2	neurons,astrocytes,microglia	ISOT-058b-aca1-2815-73ab:s48467850:e48504200:AP:FL,ISOT-9b2d-caeb-d94d-25b0:s48467850:e48473250:AP:FL
SHISA9	2	2	astrocytes,microglia	ISOT-53f6-237e-af62-514c:s12901550:e13240450:AP:FL,ISOT-64f6-b2e5-b585-8cfc:s12901750:e12911700:AP:FL
SHOC2	3	2	neurons,astrocytes,microglia	ISOT-0929-0985-9f50-cace:s110919500:e111004800:AP:FL,ISOT-0c25-13f3-f055-2341:s110919600:e111013700:AP:FL
SHTN1	3	3	neurons,astrocytes,microglia	ISOT-1f3a-7cc8-16b9-01e8:s116884750:e117005200:NC:FL,ISOT-8036-729d-e38a-2044:s116884800:e117005200:NC:FL,ISOT-9682-269d-2d38-a40c:s116884750:e117005650:AP:FL
SIGIRR	3	2	neurons,astrocytes,microglia	ISOT-97be-6808-f103-6c0c:s405700:e407350:AP:FL,ISOT-a541-cd60-3ad0-886c:s405700:e407200:AP:FL
SIKE1	3	2	neurons,astrocytes,microglia	ISOT-35d9-2e12-0069-13ee:s114769450:e114780700:AP:FL,ISOT-eaf5-71b8-0d0d-efd9:s114774050:e114780650:EC:FL
SINHCAF	2	2	astrocytes,microglia	ISOT-6d08-3dd5-96f1-ef2e:s31282050:e31324200:AP:FL,ISOT-82ad-84f7-a9b3-a73d:s31280550:e31326200:AP:FL
SIPA1L2	3	2	neurons,astrocytes,microglia	ISOT-228b-5272-c9bc-14c9:s232397950:e232630150:AP:FL,ISOT-f185-c0ac-4392-0e09:s232397950:e232630150:AP:FL
SKA2	3	3	neurons,astrocytes,microglia	ISOT-1ce0-8266-a629-6689:s59111900:e59155300:AP:FL,ISOT-98f2-c597-0e51-fc32:s59111950:e59155250:AP:FL,ISOT-ccb7-d750-1856-3804:s59109850:e59155200:AP:FL
SLC11A1	3	4	neurons,astrocytes,microglia	ISOT-08c0-b36e-de55-16dd:s218382250:e218396900:AP:FL,ISOT-0992-096b-32b1-2dd7:s218382300:e218389000:NC:FL,ISOT-5449-5bb6-36e0-fdff:s218382000:e218389000:AP:FL,ISOT-a5af-a549-c301-ae5d:s218382250:e218395800:DN:FL
SLC12A5	3	2	neurons,astrocytes,microglia	ISOT-7d74-1a44-cd83-f1bf:s46021650:e46023600:AP:FL,ISOT-e56e-79c3-4f49-ba30:s46021500:e46023600:AP:FL
SLC16A1	3	2	neurons,astrocytes,microglia	ISOT-7f6c-0f0f-1103-bca4:s112912350:e112956200:NC:FL,ISOT-f8f1-bf1c-c71d-2473:s112911800:e112956200:AP:FL
SLC16A3	3	2	neurons,astrocytes,microglia	ISOT-0683-f867-aef9-f841:s82217500:e82239500:AP:FL,ISOT-39c0-95fa-f797-9667:s82229000:e82240100:AP:FL
SLC17A6	3	2	neurons,astrocytes,microglia	ISOT-3579-4688-389c-52e8:s22338350:e22379550:NC:FL,ISOT-434e-f66b-bbcf-724c:s22338350:e22379550:AP:FL
SLC20A1	3	2	neurons,astrocytes,microglia	ISOT-01aa-19ad-7e75-d265:s112659600:e112663850:NC:FL,ISOT-a1c1-6c07-6e35-8df6:s112645900:e112663850:AP:FL
SLC22A17	3	2	neurons,astrocytes,microglia	ISOT-670b-d13e-ab5f-f513:s23346300:e23352900:AP:FL,ISOT-6dbe-1c9e-4b80-0f77:s23346300:e23352950:AP:FL
SLC25A13	2	2	astrocytes,microglia	ISOT-1e04-c3e4-ee25-8749:s96192950:e96322250:AP:FL,ISOT-b9b3-f12f-24e1-78bc:s96120200:e96322100:AP:FL
SLC25A14	2	2	neurons,microglia	ISOT-3a79-2d16-b309-4ee3:s130339900:e130373400:AP:FL,ISOT-da85-8462-c896-7800:s130339850:e130373400:AP:FL
SLC25A19	2	2	neurons,microglia	ISOT-0cad-e366-b032-167a:s75272950:e75289400:AP:FL,ISOT-9fb2-5540-0c77-be59:s75273000:e75289450:AP:FL
SLC25A24	2	2	neurons,microglia	ISOT-3c95-dd00-3c6b-9566:s108134000:e108200350:AP:FL,ISOT-4eb1-5303-9d09-0242:s108154050:e108200350:AP:FL
SLC25A3	3	3	neurons,astrocytes,microglia	ISOT-2389-8f80-226b-a04c:s98593600:e98602000:AP:FL,ISOT-629a-c7eb-d971-31b6:s98593550:e98606400:AP:FL,ISOT-7ec3-120d-f38c-654d:s98581300:e98601750:AP:FL
SLC25A36	2	2	neurons,microglia	ISOT-6f22-54e2-166c-e4f7:s140941800:e140981000:AP:FL,ISOT-9d29-ff62-cac3-4b6f:s140941850:e140966250:AP:FL
SLC25A39	3	2	neurons,astrocytes,microglia	ISOT-4c41-d23b-0c12-25a1:s44319600:e44324850:AP:FL,ISOT-6cd3-d019-7d23-b9b2:s44319600:e44324900:AP:FL
SLC25A46	3	2	neurons,astrocytes,microglia	ISOT-6aaa-72ac-5009-77de:s110739000:e110765200:AP:FL,ISOT-9b31-4a4f-9e0c-6044:s110738950:e110749400:AP:FL
SLC29A1	3	2	neurons,astrocytes,microglia	ISOT-7fe8-9daf-8637-081f:s44219600:e44234150:AP:FL,ISOT-b796-73b5-52a5-9a24:s44223550:e44234150:AP:FL
SLC2A1	3	2	neurons,astrocytes,microglia	ISOT-2ac1-3d52-e1af-92c2:s42926150:e42958850:NC:FL,ISOT-b65b-55cd-95fc-50c0:s42925350:e42958900:AP:FL
SLC30A5	3	2	neurons,astrocytes,microglia	ISOT-454b-fb0a-abc3-6686:s69093950:e69104750:AP:FL,ISOT-482f-8a7b-3f57-5b37:s69094000:e69131100:AP:FL
SLC35B1	3	2	neurons,astrocytes,microglia	ISOT-46eb-1694-f3f9-4664:s49700900:e49708000:AP:FL,ISOT-ef3d-6741-5084-f367:s49701300:e49708100:AP:FL
SLC35G2	2	2	neurons,microglia	ISOT-2928-c093-2aa2-4d1c:s136819100:e136855900:AP:FL,ISOT-3e6a-cb6b-cf78-53cf:s136819050:e136855900:AP:FL
SLC37A2	3	2	neurons,astrocytes,microglia	ISOT-4e5c-1497-8d19-dadc:s125063300:e125090550:AP:FL,ISOT-5a58-cd51-a090-196a:s125063100:e125090550:NC:FL
SLC38A1	3	2	neurons,astrocytes,microglia	ISOT-76e4-6ee7-e9e8-1ac4:s46183050:e46269050:AP:FL,ISOT-91cd-5a9f-4d33-2cc8:s46188550:e46269150:AP:FL
SLC39A1	3	2	neurons,astrocytes,microglia	ISOT-dfc7-58ec-26ce-ec57:s153959100:e153963550:AP:FL,ISOT-e6b6-5e74-9148-7158:s153959100:e153963500:AP:FL
SLC39A6	3	3	neurons,astrocytes,microglia	ISOT-5b3d-6f94-2ba3-f3c3:s36108500:e36129400:AP:FL,ISOT-9399-b4c0-fe00-329d:s36109150:e36129350:NC:FL,ISOT-d1d3-2316-e1cb-ac43:s36122050:e36129350:NC:FL
SLC39A7	3	2	neurons,astrocytes,microglia	ISOT-3c54-ab83-ce1d-5259:s33200800:e33204450:AP:FL,ISOT-6448-79ab-855e-60d1:s33200850:e33204450:AP:FL
SLC3A2	3	3	neurons,astrocytes,microglia	ISOT-15fc-1d32-dfac-fd5f:s62881650:e62888850:AP:FL,ISOT-323f-b291-b563-41ee:s62856150:e62888900:AP:FL,ISOT-968c-9da9-5a49-5976:s62880850:e62888900:AP:FL
SLC43A3	3	2	neurons,astrocytes,microglia	ISOT-7f1b-ac96-b46d-5a4e:s57406950:e57427150:AP:FL,ISOT-dd53-2361-5457-0c70:s57406950:e57427150:NC:FL
SLC44A2	2	2	neurons,astrocytes	ISOT-af0b-8e82-7c71-860f:s10602500:e10644600:NC:FL,ISOT-af17-56a9-1453-14d6:s10602500:e10644600:AP:FL
SLC4A8	3	2	neurons,astrocytes,microglia	ISOT-002e-0abf-7722-470b:s51424700:e51457450:AP:FL,ISOT-e28d-88ba-d0e7-14e6:s51424800:e51515800:AP:FL
SLC50A1	3	2	neurons,astrocytes,microglia	ISOT-aad1-0ae3-8f62-b36e:s155135850:e155138900:AP:FL,ISOT-bb3d-beef-fbf5-3382:s155135850:e155138900:AP:FL
SLC7A7	3	5	neurons,astrocytes,microglia	ISOT-14ef-0aab-bb04-94f0:s22773200:e22819850:AP:FL,ISOT-1ee0-a1d3-21cd-2641:s22773200:e22815900:EC:FL,ISOT-2608-98f6-b49b-f6e4:s22773250:e22815900:AP:FL,ISOT-836e-1e63-586a-b9e4:s22773200:e22815450:NC:FL,ISOT-ba15-c4df-f569-8a97:s22773200:e22819800:EC:FL
SLC8A1	3	2	neurons,astrocytes,microglia	ISOT-5102-ec9c-26ec-2281:s40112650:e40452050:AP:FL,ISOT-ff47-ccc2-5008-09f4:s40097250:e40452100:AP:FL
SLCO2B1	3	2	neurons,astrocytes,microglia	ISOT-738f-ab42-5595-6acd:s75151100:e75206300:NC:FL,ISOT-8e44-e99a-723e-846d:s75151100:e75206550:AP:FL
SLFN5	3	2	neurons,astrocytes,microglia	ISOT-8424-ae5e-f36c-9654:s35243050:e35259850:AP:FL,ISOT-dfd3-d1ef-3f72-6336:s35243050:e35273700:AP:FL
SLIRP	3	2	neurons,astrocytes,microglia	ISOT-31e4-b73d-0348-b681:s77708050:e77717600:AP:FL,ISOT-5e9c-c9ab-e8de-d445:s77708100:e77717600:EC:FL
SLIT2	3	2	neurons,astrocytes,microglia	ISOT-47a6-f4c0-765a-ad47:s20527700:e20540550:AP:FL,ISOT-901f-c567-ff86-b706:s20251900:e20620600:AP:FL
SLTM	2	2	neurons,astrocytes	ISOT-a1df-dfee-4d9c-72de:s58879050:e58933700:AP:FL,ISOT-d5cf-cb88-7415-8aad:s58879400:e58933650:EC:FL
SLX9	3	2	neurons,astrocytes,microglia	ISOT-726d-bb5a-3e69-4a51:s44940000:e44977000:AP:FL,ISOT-b484-49cd-e794-ea23:s44940000:e44977000:AP:FL
SMAD2	3	2	neurons,astrocytes,microglia	ISOT-92ee-904b-dd2c-82fb:s47833050:e47931150:AP:FL,ISOT-f7ef-0ca9-bf92-0240:s47808950:e47930700:AP:FL
SMAD5	2	2	astrocytes,microglia	ISOT-04c0-88d3-8671-3dcc:s136132800:e136182750:AP:FL,ISOT-b5f6-9d54-fd6a-5d69:s136132800:e136154650:AP:FL
SMAP1	3	3	neurons,astrocytes,microglia	ISOT-76ad-2af0-ccd2-8ded:s70667850:e70837950:EC:FL,ISOT-7ba3-6db3-0075-4a8f:s70667700:e70791800:AP:FL,ISOT-7ced-8b92-4f72-f542:s70667850:e70862050:AP:FL
SMAP2	3	2	neurons,astrocytes,microglia	ISOT-5252-eccb-dd5d-2463:s40373600:e40413150:AP:FL,ISOT-7158-d560-60ef-b49b:s40373700:e40423350:AP:FL
SMARCA4	2	2	neurons,microglia	ISOT-0642-c4ba-1449-0f5b:s10960950:e11062300:AP:FL,ISOT-1742-e80b-1032-87b8:s10961000:e11062300:AP:FL
SMARCA5	3	4	neurons,astrocytes,microglia	ISOT-2140-1e69-b985-29eb:s143513700:e143557500:AP:FL,ISOT-5885-933c-4580-718b:s143513450:e143553200:NC:FL,ISOT-98ed-99b3-8b24-c782:s143513500:e143554400:NC:FL,ISOT-fc71-55e7-5553-f159:s143513950:e143553450:EC:FL
SMARCB1	3	2	neurons,astrocytes,microglia	ISOT-14df-9a2a-e849-d289:s23786950:e23834550:EC:FL,ISOT-4dc3-0be8-1096-792f:s23786900:e23834550:AP:FL
SMARCC2	3	3	neurons,astrocytes,microglia	ISOT-2475-8bde-f1c5-7112:s56171350:e56189500:EC:FL,ISOT-5189-fa2e-1440-3ff1:s56162350:e56189500:AP:FL,ISOT-e1dc-0716-ba44-fa12:s56163300:e56189500:NC:FL
SMARCE1	3	5	neurons,astrocytes,microglia	ISOT-077b-275e-6b88-2ab1:s40624950:e40647850:AP:FL,ISOT-418f-101b-1d36-d8e3:s40628750:e40647850:EC:FL,ISOT-b77d-62cb-29e0-ddb6:s40645400:e40649050:AP:FL,ISOT-ce20-7875-0ef3-2e50:s40627700:e40648400:AP:FL,ISOT-f010-a529-b591-9bd5:s40627700:e40647850:NC:FL
SMC1A	2	3	neurons,microglia	ISOT-5d0c-4f13-1a94-f5b7:s53412150:e53422700:EC:FL,ISOT-cbbc-b8b8-8031-c312:s53374100:e53422750:AP:FL,ISOT-cfa0-09a2-005d-7a4f:s53379650:e53422700:EC:FL
SMC4	2	2	neurons,astrocytes	ISOT-0d27-7d7e-cfb1-d1f2:s160399600:e160419550:EC:FL,ISOT-84e3-1dee-6e4f-f457:s160399650:e160433950:AP:FL
SMCO4	3	2	neurons,astrocytes,microglia	ISOT-761e-025b-35d9-eaca:s93478450:e93543400:AP:FL,ISOT-a184-5ece-60c8-1954:s93478450:e93543400:EC:FL
SMDT1	3	2	neurons,astrocytes,microglia	ISOT-a5b1-6bae-2481-f3b5:s42079700:e42084300:AP:FL,ISOT-d003-5d7c-4dd5-2b62:s42079650:e42083400:AP:FL
SMIM18	3	2	neurons,astrocytes,microglia	ISOT-c2ca-7fdf-2985-0319:s30638550:e30646100:AP:FL,ISOT-feb4-8d69-857f-a362:s30638600:e30645800:DN:FL
SMIM19	3	2	neurons,astrocytes,microglia	ISOT-0556-f9dd-23ad-c1b5:s42541150:e42555200:AP:FL,ISOT-7d37-877c-3f9d-1a2f:s42541600:e42553000:AP:FL
SMIM26	2	2	neurons,astrocytes	ISOT-204f-4bbf-e1bc-abbf:s18567400:e18569600:AP:FL,ISOT-6aaa-e96c-5224-4a50:s18567300:e18569600:AP:FL
SMIM29	2	2	neurons,astrocytes	ISOT-525b-84d5-db33-2b41:s34246350:e34249050:AP:FL,ISOT-fd99-4ff3-c1c7-9e24:s34246350:e34249000:AP:FL
SMIM8	2	2	neurons,microglia	ISOT-b3cc-24d0-f540-f95b:s87322550:e87342350:AP:FL,ISOT-b6a0-3979-d510-07ce:s87322550:e87342350:AP:FL
SMN2	2	2	astrocytes,microglia	ISOT-c604-f08e-eef3-84a7:s70049650:e70077600:AP:FL,ISOT-cc07-0f4e-c32f-b11f:s70049650:e70077600:AP:FL
SMS	3	2	neurons,astrocytes,microglia	ISOT-5dec-960a-acfc-33e4:s21940500:e21982400:AP:FL,ISOT-78c4-0758-2692-cd00:s21940700:e21994850:AP:FL
SMU1	3	2	neurons,astrocytes,microglia	ISOT-a32e-49e3-972d-e71d:s33047150:e33076650:NC:FL,ISOT-dd89-d8d1-e859-ec5d:s33041750:e33076700:AP:FL
SNAP23	3	2	neurons,astrocytes,microglia	ISOT-3f09-b2c0-fb0f-656d:s42495650:e42533100:NC:FL,ISOT-ce0e-7068-a6a9-217d:s42495600:e42533100:AP:FL
SNAP25	3	3	neurons,astrocytes,microglia	ISOT-9fc0-1c4b-ea74-03a8:s10218800:e10307450:AP:FL,ISOT-ae44-9d9e-b397-3670:s10218800:e10307450:AP:FL,ISOT-cb04-55cb-6433-cc30:s10218800:e10287350:AP:FL
SNCA	3	3	neurons,astrocytes,microglia	ISOT-42e9-45c3-e98a-832c:s89726100:e89838350:DN:FL,ISOT-a8a2-ec8a-d4db-c973:s89726050:e89837150:AP:FL,ISOT-ec13-fc7a-23a6-3d09:s89724050:e89837200:AP:FL
SNCG	3	7	neurons,astrocytes,microglia	ISOT-3787-245e-0c61-e831:s86958600:e86963300:EC:FL,ISOT-40db-0742-3cee-b41c:s86958050:e86963300:AP:FL,ISOT-65a2-2e15-574e-1445:s86958050:e86963300:EC:FL,ISOT-882f-21f0-dd83-844e:s86958600:e86963200:AP:FL,ISOT-b30e-f31b-b860-d638:s86958050:e86963300:DN:FL,ISOT-bd86-ecda-c96c-fc64:s86958550:e86963300:AP:FL,ISOT-e40d-bebc-1452-d0c5:s86959350:e86963300:AP:FL
SND1	3	3	neurons,astrocytes,microglia	ISOT-89e8-b0c4-65df-41a1:s127652150:e128092600:NC:FL,ISOT-9c71-0336-dc8f-eb1c:s127652150:e128092600:AP:FL,ISOT-c11e-20cb-cc3a-c7dd:s127652150:e128092600:AP:FL
SNHG14	3	4	neurons,astrocytes,microglia	ISOT-148f-062c-6070-5dc2:s25015200:e25023300:AP:FL,ISOT-9aa5-d6b9-e11d-855b:s24979550:e25036500:AP:FL,ISOT-afb9-8172-e6c0-62a4:s24978550:e24991800:AP:FL,ISOT-eea0-f297-f73f-3f51:s25262500:e25419600:AP:FL
SNHG16	3	2	neurons,astrocytes,microglia	ISOT-9026-667f-6ae0-a800:s76557700:e76565400:AP:FL,ISOT-feb2-4e42-5c88-9959:s76557700:e76565350:AP:FL
SNHG18	3	2	neurons,astrocytes,microglia	ISOT-476a-1c20-725d-3041:s9546150:e9550750:AP:FL,ISOT-6fec-fc84-244e-a6be:s9546250:e9549200:AP:FL
SNHG29	3	10	neurons,astrocytes,microglia	ISOT-0cb9-2063-d0fd-b374:s16439300:e16442000:AP:FL,ISOT-0d29-f2fa-143f-5bbe:s16439000:e16442050:AP:FL,ISOT-2c06-1283-4666-87ce:s16438950:e16442050:AP:FL,ISOT-46b1-2ff2-8d1d-2932:s16438950:e16442050:AP:FL,ISOT-5e68-b423-d79c-6672:s16438750:e16442100:AP:FL,ISOT-6076-0243-1970-43ee:s16439000:e16442050:EC:FL,ISOT-8367-1a18-44d9-39b8:s16438950:e16442050:AP:FL,ISOT-8532-a6b3-9d94-7777:s16439000:e16442050:AP:FL,ISOT-9fac-8d1d-3cc5-8c4c:s16439000:e16442050:AP:FL,ISOT-bd89-19b2-1866-4740:s16439000:e16442050:AP:FL
SNHG32	3	2	neurons,astrocytes,microglia	ISOT-1e52-2cf2-c3bb-c457:s31834900:e31839800:AP:FL,ISOT-2b7f-9fea-0d27-749f:s31834600:e31839800:AP:FL
SNHG33	3	2	neurons,astrocytes,microglia	ISOT-53a7-11a5-92f5-28e8:s183447600:e183456050:AP:FL,ISOT-6c32-0b05-71a6-b54e:s183447550:e183456050:AP:FL
SNHG6	3	3	neurons,astrocytes,microglia	ISOT-471b-8a7b-cfca-1b83:s66921950:e66925550:EC:FL,ISOT-963e-c9a8-3d1f-9d2f:s66920550:e66925600:AP:FL,ISOT-a291-458f-030a-fc12:s66921900:e66925550:AP:FL
SNHG8	3	3	neurons,astrocytes,microglia	ISOT-284c-aff1-26e6-0058:s118278700:e118285350:AP:FL,ISOT-3d26-9358-b9fb-5ab9:s118278750:e118279850:NC:FL,ISOT-613a-781d-9ac3-6892:s118278750:e118279850:EC:FL
SNRNP70	3	3	neurons,astrocytes,microglia	ISOT-4abd-ecde-53bc-5bce:s49104650:e49108650:NC:FL,ISOT-82a7-7663-8782-ccd8:s49085450:e49108650:AP:FL,ISOT-d577-84e6-31d1-0fcc:s49085450:e49108600:AP:FL
SNRPA1	3	2	neurons,astrocytes,microglia	ISOT-5a89-5d28-32fa-ab38:s101281500:e101295250:AP:FL,ISOT-92a5-5e6d-b019-8f9c:s101281500:e101295250:AP:FL
SNRPB	3	2	neurons,astrocytes,microglia	ISOT-1237-dd52-ee52-4327:s2461600:e2470900:AP:FL,ISOT-f269-d252-b800-e249:s2461600:e2470800:AP:FL
SNRPB2	3	3	neurons,astrocytes,microglia	ISOT-0a59-6792-86c5-caf3:s16729950:e16741800:AP:FL,ISOT-15e8-4fd9-5145-5e79:s16730000:e16741250:NC:FL,ISOT-16b0-3217-abcb-0411:s16730000:e16742600:AP:FL
SNRPD2	3	2	neurons,astrocytes,microglia	ISOT-7169-9179-a79a-cef0:s45687450:e45692350:AP:FL,ISOT-c283-10ce-2db0-2cca:s45687450:e45692000:AP:FL
SNRPD3	3	2	neurons,astrocytes,microglia	ISOT-402a-18f9-7b56-2592:s24555950:e24575000:AP:FL,ISOT-7a15-a77f-d8cd-b459:s24555350:e24572150:AP:FL
SNRPE	3	3	neurons,astrocytes,microglia	ISOT-4c8d-ddfe-cc20-e2b2:s203861800:e203870100:EC:FL,ISOT-6104-2bb6-6f5e-ff99:s203861550:e203871200:AP:FL,ISOT-ec1e-1945-5537-3131:s203861600:e203870100:AP:FL
SNRPG	3	2	neurons,astrocytes,microglia	ISOT-96ae-04a1-d683-4609:s70281350:e70293750:AP:FL,ISOT-e53c-cac2-d704-9200:s70281350:e70293750:AP:FL
SNRPN	3	4	neurons,astrocytes,microglia	ISOT-0889-6119-596d-6dbb:s24954950:e24978600:NC:FL,ISOT-38a7-50b1-8e9c-6f96:s24823650:e24978600:EC:FL,ISOT-8611-b6b4-12ae-5025:s24954950:e24978750:AP:FL,ISOT-ed97-5db2-8d82-10ec:s24856550:e24978600:AP:FL
SNU13	3	2	neurons,astrocytes,microglia	ISOT-62ae-64a0-8796-e785:s41673900:e41688900:AP:FL,ISOT-f43d-bdae-f29d-9003:s41674600:e41688900:AP:FL
SNW1	3	2	neurons,astrocytes,microglia	ISOT-21e7-726c-17e1-6e10:s77717550:e77761200:AP:FL,ISOT-5f4b-e5d6-8174-5700:s77717550:e77761200:NC:FL
SNX2	3	3	neurons,astrocytes,microglia	ISOT-1186-108e-57e6-db2e:s122775050:e122834550:AP:FL,ISOT-36a5-7dbb-7bfd-3261:s122775050:e122829800:EC:FL,ISOT-a877-00c1-a537-8cfd:s122775000:e122830150:AP:FL
SNX24	3	2	neurons,astrocytes,microglia	ISOT-12de-2661-8f1c-92d0:s122845600:e123009250:AP:FL,ISOT-a69a-b201-42b8-340f:s122845600:e123002150:AP:FL
SNX5	3	2	neurons,astrocytes,microglia	ISOT-1651-dd2f-5ebc-0102:s17941550:e17969000:AP:FL,ISOT-9a9d-d7d3-98b1-bb0a:s17941600:e17968800:AP:FL
SOCS4	3	2	neurons,astrocytes,microglia	ISOT-877a-c8ad-cf01-03b9:s55027200:e55049500:AP:FL,ISOT-b3f4-b57d-ed34-59f2:s55027100:e55049500:AP:FL
SOCS6	3	2	neurons,astrocytes,microglia	ISOT-0dcb-5982-e5f5-3896:s70289000:e70330200:AP:FL,ISOT-238d-3b40-915f-1915:s70288850:e70327150:AP:FL
SOD1	3	2	neurons,astrocytes,microglia	ISOT-491b-273e-fbbf-f012:s31659550:e31668950:AP:FL,ISOT-6157-4121-d079-1521:s31659650:e31668950:AP:FL
SOD2	3	3	neurons,astrocytes,microglia	ISOT-2a00-d56a-0ce0-d5da:s159669050:e159693250:AP:FL,ISOT-57ef-cbce-81b3-1bbf:s159679100:e159727400:AP:FL,ISOT-d266-d7c4-0abe-4367:s159679050:e159693250:AP:FL
SON	2	2	neurons,astrocytes	ISOT-cbfd-0e8a-5707-7e2a:s33543050:e33560700:AP:FL,ISOT-f897-a09a-765d-7069:s33543050:e33559100:AP:FL
SORBS2	3	2	neurons,astrocytes,microglia	ISOT-ee8a-8de6-9f07-d795:s185773900:e185956350:AP:FL,ISOT-f145-2804-eaae-2d42:s185585400:e185612000:AP:FL
SORT1	2	2	neurons,microglia	ISOT-2c08-12ac-e8af-ba8b:s109309550:e109393400:AP:FL,ISOT-5636-820b-d2b5-36d7:s109309550:e109397950:AP:FL
SOX11	3	3	neurons,astrocytes,microglia	ISOT-0000-0000-0000-23b8:s5692350:e5701400:AP:FL,ISOT-5101-254f-1df0-a2f5:s5699050:e5701400:AP:FL,ISOT-efe1-9eca-6e63-f12b:s5693750:e5695450:AP:FL
SOX4	3	5	neurons,astrocytes,microglia	ISOT-0000-0000-0000-fbdb:s21593750:e21598650:AP:FL,ISOT-52df-9a61-494e-53ed:s21593750:e21596300:AP:FL,ISOT-577c-16a9-fa4d-1e5b:s21593750:e21597050:AP:FL,ISOT-8c90-2592-7545-3087:s21593700:e21596300:AP:FL,ISOT-8c90-2592-7545-3087:s21593700:e21597000:AP:FL
SPAG9	3	2	neurons,astrocytes,microglia	ISOT-4c23-0927-5d5e-fb74:s50962150:e51120900:AP:FL,ISOT-bb59-3770-7232-df38:s50995650:e51046850:AP:FL
SPATS2	3	3	neurons,astrocytes,microglia	ISOT-a320-5c7e-d3e7-072d:s49367450:e49527450:AP:FL,ISOT-d957-19d0-bfcc-5210:s49367450:e49491200:AP:FL,ISOT-e4aa-b591-0240-c131:s49366900:e49526400:AP:FL
